Country.,Contract.Phase.,Implementing.Organization.,Fieldwork.,Status.,CAPI.survey,GPS.georeferenced,dhs_cc,dhs_recode_code,survey_id,Recode.Structure.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.questions,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing...DBS,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening.questions,Cervical.cancer.screening.questions,Prostate.cancer.screening.questions,Diabetes.testing,Newborn.care,Service.availability,CAF�.survey,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,HIV.testing...venous.blood,Arm.circumference,Asthma,Basic.material.needs,HIV.testing...RDT,Malaria...DBS,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Sickle.cell..genotype.test.,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,BeginDate,EndDate,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Ghana,DHS-VII,The Ghana Statistical Services,October 2016 - December 2016,Completed,1,,GH,7A,516,DHS-VII,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01,2016-12-01,61,2016-10-31,2016,2016,2016,1
Ghana,DHS-VII,Ghana Statistical Service (GSS),September 2014 - December 2014,Completed,,1,GH,72,437,DHS-VI,,1,1,,,,,,1,1,1,,1,,1,,,1,,1,,,,,,,,,,1,1,1,1,,,,,1,1,,,,1,1,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-01,2014-12-01,91,2014-10-17,2014,2014,2014,1
Ghana,DHS-VI,Ghana Statistical Service (GSS),September 2011 - December 2011,Completed,,,,,398,,1,,1,,,,1,1,1,1,,,1,,1,,,,1,,,,,,,,,,,1,1,,,1,1,,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,2011-12-01,91,2011-10-17,2011,2011,2011,1
Ghana,DHS-V,Ghana Statistical Services/Ministry of Health,September 2008 - November 2008,Completed,,1,GH,5A,301,DHS-V,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,,1,,1,1,,,,,,1,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-01,2008-11-01,61,2008-10-01,2008,2008,2008,1
Ghana,DHS-V,"Ghana Statistical Service (GSS)in collaboration with Ghana Health Service, Ministry of Health",October 2007 - January 2008,Completed,,,GH,51,325,,,,1,,,,,,,,,1,,,1,,,,,,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-01,2008-01-01,92,2007-11-16,2007,2008,2008,
Ghana,DHS-V,Ghana Statistical Services,August 2006 - October 2006,Completed,,,,,283,,1,,1,,,,1,1,1,1,,,1,1,1,1,,,1,1,,,,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-01,2006-10-01,61,2006-08-31,2006,2006,2006,
Ghana,DHS-IV,Ghana Statistical Service,July 2003 - October 2003,Completed,,1,GH,4B,235,DHS-IV,1,1,1,,,,1,1,1,1,1,,1,1,1,,1,,,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-01,2003-10-01,92,2003-08-16,2003,2003,2003,1
Ghana,DHS-IV,Ghana Statistical Service/Health Research Unit (GSS/HRU),April 2002 - September 2002,Completed,,1,,,185,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-01,2002-09-01,153,2002-06-16,2002,2002,2002,
Ghana,DHS-IV,Ghana Statistical Service,November 1998 - February 1999,Completed,,1,GH,41,151,DHS-III,,,,,,,1,1,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-01,1999-02-01,92,1998-12-17,1998,1999,1999,1
Ghana,DHS-III,Ghana Statistical Service,September 1993 - February 1994,Completed,,1,GH,31,58,DHS-II,,,,,,,,1,,,,1,1,1,1,1,,,,,,,,,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-09-01,1994-02-01,153,1993-11-16,1993,1994,1994,1
Ghana,DHS-I,Ghana Statistical Service,February 1988 - June 1988,Completed,,,GH,02,25,DHS-I,,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-02-01,1988-06-01,121,1988-04-01,1988,1988,1988,
Guatemala,DHS-VII,Instituto de Nutrición de Centro América y Panamá (INCAP),October 2014 - June 2015,Completed,,1,GU,71,440,DHS-VI,,1,1,1,,,1,1,,,,1,1,,1,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-01,2015-06-01,243,2015-01-31,2014,2015,2015,1
Guatemala,DHS-IV,Instituto Nacional de Estadistica,November 1998 - May 1999,Completed,,,GU,41,152,DHS-III,,1,1,,,,,,1,,,,,,1,1,,,1,1,,,,,1,,,1,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-01,1999-05-01,181,1999-01-30,1998,1999,1999,1
Guatemala,DHS-III,Instituto Nacional de Estadistica,March 1997 - June 1997,Completed,,,,,107,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-03-01,1997-06-01,92,1997-04-16,1997,1997,1997,
Guatemala,DHS-III,Instituto Nacional de Estadistica,February 1997 - June 1997,Completed,,1,,,138,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-01,1997-06-01,120,1997-04-02,1997,1997,1997,
Guatemala,DHS-III,Instituto Nacional de Estadistica,June 1995 - December 1995,Completed,,,GU,34,70,DHS-III,,1,,,,,1,1,1,,,1,,1,1,1,,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-01,1995-12-01,183,1995-09-01,1995,1995,1995,1
Guatemala,DHS-I,Instituto  de Nutrición de Centro Americá y Panamá,September 1987 - December 1987,Completed,,,GU,01,9,DHS-I,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-09-01,1987-12-01,91,1987-10-17,1987,1987,1987,
Guinea,DHS-VII,Institut National de la Statistique (INS),February 2018 - June 2018,Completed,1,1,GN,71,539,DHS-VII,1,1,1,1,,1,1,1,,,,,1,,,1,1,,,,,,,1,,,,,,1,1,,,1,,,,,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-01,2018-06-01,120,2018-04-02,2018,2018,2018,1
Guinea,DHS-VII,Institut National de la Statistique - INS,August 2016 - November 2016,Completed,1,1,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-01,2016-11-01,92,2016-09-16,2016,2016,2016,
Guinea,DHS-VI,Institut National de la Statistique,June 2012 - October 2012,Completed,,1,GN,62,391,DHS-VI,1,,1,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,,1,1,,,,1,,,1,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-01,2012-10-01,122,2012-08-01,2012,2012,2012,1
Guinea,DHS-V,Direction Nationale de la Statistique,February 2005 - June 2005,Completed,,1,GN,52,249,DHS-IV,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,,,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-01,2005-06-01,120,2005-04-02,2005,2005,2005,1
Guinea,DHS-IV,Direction National de la Statistique et de l'Information,May 1999 - July 1999,Completed,,1,GN,41,154,DHS-III,,,,,,,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-01,1999-07-01,61,1999-05-31,1999,1999,1999,1
Guinea,Other,Direction National de la Statistique et de l'Information,May 1992 - July 1992,Completed,,,,,171,"",,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-01,1992-07-01,61,1992-05-31,1992,1992,1992,
Guyana,DHS-V,Ministry of Health (MOH/Bureau of Statistisc),March 2009 - July 2009,Completed,,1,GY,5I,309,DHS-V,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2009-03-01,2009-07-01,122,2009-05-01,2009,2009,2009,1
Guyana,DHS-V,Guyana Responsible Parenthood Association,June 2005 - September 2005,Completed,,,GY,51,243,DHS-V,1,,1,,,,1,1,,1,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2005-06-01,2005-09-01,92,2005-07-17,2005,2005,2005,1
Guyana,DHS-V,Guyana Responsible Parenthood Association,October 2004 - March 2005,Completed,,1,,,245,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-01,2005-03-01,151,2004-12-16,2004,2005,2005,
Haiti,DHS-VII,Institute Haïtien de l’Enfance (IHE),December 2017 - May 2018,Completed,1,1,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01,2018-05-01,151,2018-02-15,2017,2018,2018,
Haiti,DHS-VII,Institut Haitien de l’Enfance (IHE),November 2016 - April 2017,Completed,1,1,HT,71,503,DHS-VII,1,,1,1,,,1,1,,,,1,1,,,,,,,,1,,,,,,,,,1,1,1,,1,,,1,1,,,,,1,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01,2017-04-01,151,2017-01-16,2016,2017,2017,1
Haiti,DHS-VI,Institut Haitien de l’Enfance (IHE),March 2013 - July 2013,Completed,1,1,,,442,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-01,2013-07-01,122,2013-05-01,2013,2013,2013,
Haiti,DHS-VI,Institut Haïtien de l’Enfance (IHE - Haitian Childhood Institute),May 2013 - June 2013,Completed,,,,,459,,,,,,,,1,1,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-01,2013-06-01,31,2013-05-17,2013,2013,2013,
Haiti,DHS-VI,Institut Haïtien de l’Enfance (IHE - Haitian Childhood Institute),January 2012 - June 2012,Completed,,1,HT,61,368,DHS-VI,1,,1,1,,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01,2012-06-01,152,2012-03-17,2012,2012,2012,1
Haiti,DHS-V,Institut Haitien de L'Enfance,October 2005 - June 2006,Completed,,1,HT,52,222,DHS-V,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2005-10-01,2006-06-01,243,2006-01-31,2005,2006,2006,1
Haiti,DHS-IV,Inst. Haitien de l'Enfance,February 2000 - July 2000,Completed,,1,HT,42,155,DHS-IV,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-02-01,2000-07-01,151,2000-04-17,2000,2000,2000,1
Haiti,DHS-III,Inst. Haïtian de l’Enfance,July 1994 - January 1995,Completed,,,HT,31,69,DHS-III,,,,,,,1,1,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-07-01,1995-01-01,184,1994-10-01,1994,1995,1995,1
Honduras,DHS-VI,Instituto Nacional de Estadistica (INE),September 2011 - July 2012,Completed,,1,HN,62,369,DHS-VI,1,1,1,1,,,1,1,,,,,1,,1,,1,1,,1,,1,1,1,,1,,,1,1,1,,,,,,,1,1,,,,,,,,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,2012-07-01,304,2012-01-31,2011,2012,2012,1
Honduras,DHS-V,"Instituto Nacional de Estadistica, (INE)",October 2005 - May 2006,Completed,,,HN,52,265,DHS-V,1,1,1,1,,,1,1,,,,,,1,1,1,1,1,1,1,,1,1,1,,,,,1,1,1,,,,,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-01,2006-05-01,212,2006-01-15,2005,2006,2006,1
India,DHS-VII,International Institute for Population Sciences (IIPS),January 2015 - December 2016,Completed,1,1,IA,74,355,DHS-VI,1,1,1,1,,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,,,,,,1,,1,1,1,1,,,1,,,1,,,1,1,1,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,2016-12-01,700,2015-12-17,2015,2016,2016,1
India,DHS-V,"International Institute for Population Sciences, Mumbai",November 2005 - August 2006,Completed,,,IA,52,264,DHS-V,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,,,,1,,1,1,,,,1,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-01,2006-08-01,273,2006-03-17,2005,2006,2006,1
India,DHS-IV,International Institute for Population Sciences (IIPS),November 1998 - December 1999,Completed,,,IA,42,156,DHS-III,,,1,1,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1998-11-01,1999-12-01,395,1999-05-18,1998,1999,1999,1
India,DHS-II,International Institute for Population Sciences (IIPS),April 1992 - September 1993,Completed,,,IA,23,50,DHS-II,,,1,,,,,1,,,,1,,1,1,,,1,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-01,1993-09-01,518,1992-12-16,1992,1993,1993,1
Indonesia,DHS-VII,"Badan Pusat Statistik (Statistics Indonesia, SI) and Badan Kependudukan dan Keluarga Berencana (National Population and Family Planning Board, NPFPB)",July 2017 - September 2017,Completed,,,ID,71,522,DHS-VII,1,,1,,,,1,1,,,,,1,1,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2017-07-01,2017-09-01,62,2017-08-01,2017,2017,2017,1
Indonesia,DHS-VII,"Badan Pusat Statistik (Statistics Indonesia, SI) and Badan Kependudukan dan Keluarga Berencana (National Population and Family Planning Board, NPFPB)",July 2017 - September 2017,Completed,,,ID,7A,544,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01,2017-09-01,62,2017-08-01,2017,2017,2017,
Indonesia,DHS-VI,Statistics Indonesia (Badan Statistik Indonesia or BPS),May 2012 - July 2012,Completed,,,ID,63,357,DHS-VI,1,1,1,,,,1,1,,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2012-05-01,2012-07-01,61,2012-05-31,2012,2012,2012,1
Indonesia,DHS-VI,Statistics Indonesia (Badan Statistik Indonesia or BPS,May 2012 - July 2012,Completed,,,ID,6C,460,,1,1,1,,,,1,1,,,,,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2012-05-01,2012-07-01,61,2012-05-31,2012,2012,2012,
Indonesia,DHS-V,Central Bureau of Statistics ( (Badan Pusat Statistik (BPS)),June 2007 - February 2008,Completed,,,ID,51,297,DHS-V,1,1,1,,,,,1,,1,,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2007-06-01,2008-02-01,245,2007-10-01,2007,2008,2008,1
Indonesia,DHS-V,National Family Planning Coordinating Board and Central Board of Statistics (BPS) and Ministry of Health of the Republic of Indonesia,June 2007 - December 2007,Completed,,,ID,5A,335,,,,,,,,1,1,,,,,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-01,2007-12-01,183,2007-09-01,2007,2007,2007,
Indonesia,DHS-IV,Central Bureau of Statatistics/National Family Planning Coordinating Board (NFPCB)/Ministry of Health (MOH),October 2002 - April 2003,Completed,,1,ID,42,172,DHS-IV,1,1,1,,,,,1,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2002-10-01,2003-04-01,182,2002-12-31,2002,2003,2003,1
Indonesia,DHS-IV,Central Bureau of Statistics (CBS),November 2002 - April 2003,Completed,,,ID,4A,221,,,,,,,,1,1,,,,,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2002-11-01,2003-04-01,151,2003-01-16,2002,2003,2003,
Indonesia,DHS-III,Central Bureau of Statatistics/NFPCB/MOH,September 1997 - December 1997,Completed,,,ID,3A,95,DHS-III,,1,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-01,1997-12-01,91,1997-10-17,1997,1997,1997,1
Indonesia,DHS-III,Central Bureau of Statistics/NFPCB/MOH,July 1994 - November 1994,Completed,,,ID,31,63,DHS-III,,1,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-07-01,1994-11-01,123,1994-09-01,1994,1994,1994,
Indonesia,DHS-II,"Indonesia Central Bureau of Statistics, the National Family Planning Coordinating Board and the Ministry of Health",May 1991 - July 1991,Completed,,,ID,21,35,DHS-II,,1,,,,,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-05-01,1991-07-01,61,1991-05-31,1991,1991,1991,
Indonesia,DHS-I,Central Bureau of Statistics/NFPCB,September 1987 - December 1987,Completed,,,ID,01,14,DHS-I,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-09-01,1987-12-01,91,1987-10-17,1987,1987,1987,
Jordan,DHS-VII,Department of Statistics (DOS),October 2017 - January 2018,Completed,1,,JO,73,500,DHS-VII,,1,,1,,,,1,,,,,1,,,,,,,,1,,,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,2018-01-01,92,2017-11-16,2017,2018,2018,1
Jordan,DHS-VI,"Department of Statistics, Jordan",September 2012 - December 2012,Completed,,1,JO,6C,403,DHS-VI,1,1,1,1,,,1,1,,1,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,1,,,,1,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-01,2012-12-01,91,2012-10-17,2012,2012,2012,1
Jordan,DHS-VI,Department of Statistics (DOS),October 2009 - December 2009,Completed,,,JO,61,336,DHS-V,,1,1,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-01,2009-12-01,61,2009-10-31,2009,2009,2009,1
Jordan,DHS-V,Department of Statistics (DOS),June 2007 - November 2007,Completed,,1,JO,51,295,DHS-V,,1,1,1,,,,1,,,,,,1,1,1,1,1,,1,1,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-01,2007-11-01,153,2007-08-16,2007,2007,2007,1
Jordan,DHS-IV,Department of Statistics (DOS),July 2002 - September 2002,Completed,,1,JO,42,208,DHS-IV,,1,1,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-01,2002-09-01,62,2002-08-01,2002,2002,2002,1
Jordan,DHS-III,Department of Statistics (DOS),June 1997 - October 1997,Completed,,,JO,31,96,DHS-III,,1,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-06-01,1997-10-01,122,1997-08-01,1997,1997,1997,1
Jordan,DHS-II,Department of Statistics (DOS)/Ministry of Planning,October 1990 - December 1990,Completed,,,JO,21,31,DHS-II,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-01,1990-12-01,61,1990-10-31,1990,1990,1990,1
Kazakhstan,DHS-IV,Academy of Preventive Medicine,July 1999 - September 1999,Completed,,,KK,42,157,DHS-III,,1,1,,,,,1,1,,,,1,1,1,1,1,1,,1,1,1,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-01,1999-09-01,62,1999-08-01,1999,1999,1999,1
Kazakhstan,DHS-III,National Institute of Nutrition,May 1995 - September 1995,Completed,,,KK,31,74,DHS-III,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-01,1995-09-01,123,1995-07-02,1995,1995,1995,1
Kenya,DHS-VII,National Malaria Control Programme / Ministry of Health (NMCP/MOH) and Kenya National Bureau of Statistics (KNBS),July 2015 - August 2015,Completed,1,1,KE,7A,493,DHS-VI,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-01,2015-08-01,31,2015-07-17,2015,2015,2015,1
Kenya,DHS-VII,Kenya National Bureau of Statistics (KNBS) of the Ministry of Planning and National Development,May 2014 - October 2014,Completed,,1,KE,72,451,DHS-VI,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,,1,,,1,,,1,,1,,,1,,1,1,,,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-01,2014-10-01,153,2014-07-16,2014,2014,2014,1
Kenya,DHS-VI,National Coordinating Agency for Population and Development (NCAPD),January 2010 - April 2010,Completed,,1,,,347,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01,2010-04-01,90,2010-02-15,2010,2010,2010,
Kenya,DHS-VI,Division of Malaria Control (DOMC) in the Ministry of Public Health and Sanitation,July 2010 - September 2010,Completed,,1,,,385,"",,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-01,2010-09-01,62,2010-08-01,2010,2010,2010,1
Kenya,DHS-V,Kenya National Bureau of Statistics formerly Central Bureau of Statistics (CBS),November 2008 - February 2009,Completed,,1,KE,52,300,DHS-V,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-01,2009-02-01,92,2008-12-17,2008,2009,2009,1
