iso3_flat,crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected,mon,year,Total.PiN,check,country_flat,income,region,population,seq,full.parent,Adjusted.PiN,crisis_category
COD,COD002,Floods in DRC,Flood,Country,,Individual,,COD,DRC,Africa,42.6,0.37,0.23,0,0,2.3,98.6,0.9,0.5,0,0,1,1.7,Jan,2020,0.23,100,DRC,Low income,Sub-Saharan Africa,89561404,2,FALSE,0.23,Physical
COD,COD003,Floods in south-eastern DRC,Flood,Country,No,Individual,Floods,COD,DRC,Africa,22.49,0,0.52,0.06,0,2.9,97.5,0,2.3,0.3,0,1,2,Jun,2020,0.58,100.1,DRC,Low income,Sub-Saharan Africa,89561404,3,FALSE,0.58,Physical
COG,COG001,Complex crisis in Congo,Complex crisis,Country,Yes,Individual,Complex crisis,COG,Congo,Africa,,,,,,,,,,,,,,Jan,2020,0,0,Congo,Lower middle income,Sub-Saharan Africa,5518092,1,TRUE,0,Complex
COG,COG002,Pool conflict,Conflict,Country,,Individual,Conflict,COG,Congo,Africa,0.14,0.05,0.11,0,0,1.8,46.7,15.3,38,0,0,3,2.4,Oct,2020,0.11,100,Congo,Lower middle income,Sub-Saharan Africa,5518092,2,TRUE,0.11,Conflict
COG,COG004,Floods in Congo,Flood,Country,No,Individual,Floods,COG,Congo,Africa,0.07,0,0.09,0,0,1.6,43.5,0,56.5,0,0,3,2.3,Nov,2020,0.09,100,Congo,Lower middle income,Sub-Saharan Africa,5518092,3,TRUE,0.09,Physical
COL,COL001,Complex crisis in Colombia,Complex crisis,Country,Yes,Individual,Complex crisis,COL,Colombia,Americas,0,4.9,6.37,2.5,0,4.9,0,10.1,13.2,5.2,0,4,4.5,Apr,2020,8.87,28.5,Colombia,Upper middle income,Latin America & Caribbean,50882884,1,FALSE,5.45,Complex
COL,COL002,Venezuela displacement in Colombia,International displacement,Country,No,Individual,Venezuelan refugees ,COL,Colombia,Americas,23.54,0,2.87,0.5,0,4.2,87.5,0,10.7,1.9,0,3,3.6,Mar,2020,3.37,100.1,Colombia,Upper middle income,Latin America & Caribbean,50882884,2,FALSE,3.37,Displacement
COL,COL003,Hurricane Eta and Iota in Colombia,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,COL,Colombia,Americas,23.62,0.26,0.05,0,0,1.1,98.7,1.1,0.2,0,0,1,1.1,Dec,2020,0.05,100,Colombia,Upper middle income,Latin America & Caribbean,50882884,3,FALSE,0.05,Physical
CRI,CRI002,Nicaraguan refugees in Costa Rica,International displacement,Country,Yes,Individual,Nicaraguan refugees,CRI,Costa Rica,Americas,1.4,0.04,0.04,0,0,1,95.3,2.6,2.6,0,0,2,1.5,Jan,2020,0.04,100.5,Costa Rica,Upper middle income,Latin America & Caribbean,5094114,1,FALSE,0.04,Displacement
DJI,DJI001,Multiple crises in Djibouti,Multiple crises country,Country,Yes,Aggregated,Country level,DJI,Djibouti,Africa,0.37,0.33,0.2,0.11,0,2.5,36.8,32.5,20.1,10.6,0,4,3.3,Jan,2020,0.31,100,Djibouti,Lower middle income,Middle East & North Africa,988002,1,TRUE,0.31,Complex
DJI,DJI002,Mixed migration in Djibouti,International displacement,Country,No,Individual,Mixed Migration,DJI,Djibouti,Africa,0.98,0,0.03,0,0,0.8,97,0,3,0,0,1,0.9,Jan,2020,0.03,100,Djibouti,Lower middle income,Middle East & North Africa,988002,2,TRUE,0.03,Displacement
DJI,DJI003,Drought in Djibouti,Drought,Country,No,Individual,Drought,DJI,Djibouti,Africa,0.37,0.33,0.2,0.11,0,2.5,36.8,32.5,20.1,10.6,0,4,3.3,Jan,2020,0.31,100,Djibouti,Lower middle income,Middle East & North Africa,988002,3,TRUE,0.31,Physical
DJI,DJI004,Floods in Djibouti,Flood,Country,No,Individual,,DJI,Djibouti,Africa,0.67,0.1,0.15,0,0,2,72.7,11.1,16.2,0,0,3,2.5,Jan,2020,0.15,100,Djibouti,Lower middle income,Middle East & North Africa,988002,4,TRUE,0.15,Physical
DZA,DZA002,Mixed migration flows in Algeria,International displacement,Country,No,Individual,Mixed Migration,DZA,Algeria,Africa,,,,,,,,,,,,,,Jan,2020,0,0,Algeria,Upper middle income,Middle East & North Africa,43851043,1,TRUE,0,Displacement
DZA,DZA003,Sahrawi refugees in Algeria,International displacement,Country,No,Individual,Sahrawi refugees,DZA,Algeria,Africa,0.05,0.08,0.09,0,0,1.6,22,37.7,40.4,0,0,3,2.3,Jan,2020,0.09,100.1,Algeria,Upper middle income,Middle East & North Africa,43851043,2,TRUE,0.09,Displacement
DZA,DZA004,Multiple crises in Algeria,Multiple crises country,Country,Yes,Aggregated,Country level,DZA,Algeria,Africa,,,,,,,,,,,,,,Jun,2020,0,0,Algeria,Upper middle income,Middle East & North Africa,43851043,3,TRUE,0,Complex
ECU,ECU002,Venezuela displacement in Ecuador,International displacement,Country,Yes,Individual,Venezuelan refugees ,ECU,Ecuador,Americas,4.19,0,0.63,0,0,3,87,0,13,0,0,3,3,Nov,2020,0.63,100,Ecuador,Upper middle income,Latin America & Caribbean,17643060,1,FALSE,0.63,Displacement
EGY,EGY002,Syrian Refugee Crisis in Egypt,International displacement,Country,Yes,Individual,Syrian refugees,EGY,Egypt,Africa,18.73,3.03,0.04,0.09,0,1.8,85.6,13.8,0.2,0.4,0,2,1.9,Jun,2020,0.13,100,Egypt,Lower middle income,Middle East & North Africa,102334403,1,FALSE,0.13,Displacement
ERI,ERI001,Complex crisis in Eritrea,Complex crisis,Country,Yes,Individual,Complex crisis,ERI,Eritrea,Africa,0.65,0,2.58,0,0,4,20,0,80,0,0,3,3.5,Jan,2020,2.58,100,Eritrea,Low income,Sub-Saharan Africa,3546427,1,FALSE,2.58,Complex
ETH,ETH001,Complex crisis in Ethiopia,Complex crisis,Country,Yes,Individual,Complex crisis,ETH,Ethiopia,Africa,101.09,0,4.3,4.56,0,4.9,91.9,0,3.9,4.1,0,3,4,Jan,2020,8.86,99.9,Ethiopia,Low income,Sub-Saharan Africa,114963583,1,FALSE,2.29,Complex
ETH,ETH002,Flood Crisis in Ethiopia,Flood,Country,No,Individual,Floods,ETH,Ethiopia,Africa,61.22,0.22,0.4,0,0,2.7,98.4,0.4,0.6,0,0,1,1.9,Aug,2020,0.4,99.4,Ethiopia,Low income,Sub-Saharan Africa,114963583,2,FALSE,0.4,Physical
ETH,ETH003,International Displacement,International displacement,Country,No,Individual,International Displacement,ETH,Ethiopia,Africa,70.85,0,0.77,0,0,3.1,97.9,0,1.1,0,0,1,2.1,Jul,2020,0.77,99,Ethiopia,Low income,Sub-Saharan Africa,114963583,3,FALSE,0.77,Displacement
ETH,ETH004,Crisis in Tigray,Conflict,Country,No,Individual,Crisis in Tigray,ETH,Ethiopia,Africa,0,0,4.9,0,0.5,4.6,0,0,90,0,9.2,5,4.8,Dec,2020,5.4,99.2,Ethiopia,Low income,Sub-Saharan Africa,114963583,4,FALSE,5.4,Conflict
GRC,GRC002,Mixed migration flows in Greece,International displacement,Country,Yes,Individual,Mixed Migration,GRC,Greece,Europe,0.21,0.08,0.08,0,0,1.5,64.1,23.1,23.7,0,0,3,2.3,Jun,2020,0.08,110.9,Greece,High income,Europe & Central Asia,10423056,1,FALSE,0.08,Displacement
GTM,GTM001,Complex crisis in Guatemala,Complex crisis,Country,Yes,Individual,Complex crisis,GTM,Guatemala,Americas,4.5,7.1,3.14,0.16,0,4.2,30.2,47.6,21.1,1.1,0,3,3.6,Dec,2020,3.3,100,Guatemala,Upper middle income,Latin America & Caribbean,17915567,1,FALSE,3,Complex
GTM,GTM003,Hurricane Eta and Iota in Guatemala,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,GTM,Guatemala,Americas,12.49,2.11,0.3,0,0,2.5,83.8,14.1,2,0,0,2,2.3,Dec,2020,0.3,99.9,Guatemala,Upper middle income,Latin America & Caribbean,17915567,2,FALSE,0.3,Physical
HND,HND001,Complex crisis in Honduras,Complex crisis,Country,Yes,Individual,Complex crisis,HND,Honduras,Americas,6.01,1.84,1.04,0.26,0,3.5,65.7,20.1,11.4,2.8,0,3,3.3,Oct,2020,1.3,100,Honduras,Lower middle income,Latin America & Caribbean,9904608,1,FALSE,0.81,Complex
HND,HND002,Hurricane Eta and Iota in Honduras,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,HND,Honduras,Americas,5.02,3.64,0.49,0,0,2.8,54.8,39.8,5.4,0,0,3,2.9,Dec,2020,0.49,100,Honduras,Lower middle income,Latin America & Caribbean,9904608,2,FALSE,0.49,Physical
HTI,HTI001,Complex crisis in Haiti,Complex crisis,Country,Yes,Individual,Complex crisis,HTI,Haiti,Americas,4.22,2.8,2.9,1.2,0,4.4,38,25.2,26.1,10.8,0,4,4.2,Mar,2020,4.1,100.1,Haiti,Low income,Latin America & Caribbean,11402533,1,FALSE,4.1,Complex
IDN,IDN001,Complex Crisis in Indonesia ,,Country,Yes,Individual,,IDN,Indonesia,Asia,24.88,3.77,0.05,0,0,1.1,86.7,13.1,0.2,0,0,2,1.6,Mar,2020,0.05,100,Indonesia,Lower middle income,East Asia & Pacific,273523621,1,TRUE,0.05,Complex
IDN,IDN002,Papua Conflict,Conflict,Country,No,Individual,Papua Conflict,IDN,Indonesia,Asia,,,,,,,,,,,,,,Jan,2020,0,0,Indonesia,Lower middle income,East Asia & Pacific,273523621,2,TRUE,0,Conflict
IDN,IDN005,Jakarta Floods,,Country,No,Individual,,IDN,Indonesia,Asia,24.88,0.18,0.05,0,0,1.1,99.1,0.7,0.2,0,0,1,1.1,Mar,2020,0.05,100,Indonesia,Lower middle income,East Asia & Pacific,273523621,3,TRUE,0.05,Physical
IND,IND001,Multiple Crises in India,Multiple crises country,Country,Yes,Aggregated,Country Level,IND,India,Asia,842.44,20.79,1.83,0,0,3.8,97.4,2.4,0.2,0,0,1,2.4,Oct,2020,1.83,100,India,Lower middle income,South Asia,1380004385,1,TRUE,1.83,Complex
IND,IND002,Conflict in Jammu and Kashmir,Conflict,Country,Yes,Individual,Kashmir conflict ,IND,India,Asia,12.54,,,,0,,100,,,,0,,,Jan,2020,0,100,India,Lower middle income,South Asia,1380004385,2,TRUE,0,Conflict
IND,IND003,Cyclone Amphan India,Tropical cyclone,Country,No,Individual,Cyclone Amphan,IND,India,Asia,0,43.39,0.66,0,0,3,0,76.7,1.2,0,0,2,2.5,Jun,2020,0.66,77.9,India,Lower middle income,South Asia,1380004385,3,TRUE,0.66,Physical
IND,IND004,Floods in Assam,,Country,No,Individual,,IND,India,Asia,0,2.35,2.4,0,0,4,0,7.3,7.4,0,0,3,3.5,Jul,2020,2.4,14.7,India,Lower middle income,South Asia,1380004385,4,TRUE,2.4,Physical
IND,IND005,Floods in India,Flood,Country,No,Individual,Floods,IND,India,Asia,797.22,21.45,1.17,0,0,3.4,97.1,2.6,0.1,0,0,1,2.2,Oct,2020,1.17,99.8,India,Lower middle income,South Asia,1380004385,5,TRUE,1.17,Physical
IRN,IRN003,Floods in Sistan - Baluchestan ,,Country,No,Individual,,IRN,Iran,Middle east,2.08,0.15,0.02,0,0,0.4,93.1,6.9,0.8,0,0,2,1.2,Jan,2020,0.02,100.8,Iran,Upper middle income,Middle East & North Africa,83992953,1,TRUE,0.02,Physical
IRN,IRN004,Afghan Refugees in Iran,International displacement,Country,Yes,Individual,Afghan Refugees,IRN,Iran,Middle east,21.87,0,0.95,2,0,4.1,88.1,0,3.8,8.1,0,4,4.1,Mar,2020,2.95,100,Iran,Upper middle income,Middle East & North Africa,83992953,2,TRUE,2.95,Displacement
IRQ,IRQ001,Multiple crises in Iraq,Multiple crises country,Country,Yes,Aggregated,Country level,IRQ,Iraq,Middle east,5.38,4.84,2.43,1.87,0,4.4,37.1,33.4,16.7,12.9,0,4,4.2,Feb,2020,4.3,100.1,Iraq,Upper middle income,Middle East & North Africa,40222503,1,TRUE,4.3,Complex
IRQ,IRQ002,Conflict  in Iraq,Conflict,Country,No,Individual,Conflict,IRQ,Iraq,Middle east,5.38,1.58,2.27,1.78,0,4.3,48.9,14.3,20.6,16.1,0,4,4.2,Jan,2020,4.05,99.9,Iraq,Upper middle income,Middle East & North Africa,40222503,2,TRUE,4.05,Conflict
IRQ,IRQ003,Syrian and Palestinian refugees in iraq,International displacement,Country,No,Individual,Syrian Refugees,IRQ,Iraq,Middle east,4.69,0,0.34,0.12,0,2.8,91.1,0,6.6,2.3,0,3,2.9,Jul,2020,0.46,100,Iraq,Upper middle income,Middle East & North Africa,40222503,3,TRUE,0.46,Displacement
JOR,JOR002,Syrian refugees in Jordan,International displacement,Country,Yes,Individual,Syrian refugees,JOR,Jordan,Middle east,7.19,0.68,0.28,0.36,0,3,84.5,8,3.3,4.2,0,3,3,Apr,2020,0.64,100,Jordan,Upper middle income,Middle East & North Africa,10203140,1,FALSE,0.64,Displacement
KEN,KEN001,Multiple crisis in Kenya ,Multiple crises country,Country,Yes,Aggregated,Country level ,KEN,Kenya,Africa,41.92,0.38,3.23,0.36,0,4.3,80.8,0.7,6.2,0.7,0,3,3.7,Jan,2020,3.59,88.4,Kenya,Lower middle income,Sub-Saharan Africa,53771300,1,TRUE,3.59,Complex
KEN,KEN002,Refugee situation in Kenya,International displacement,Country,Yes,Individual,Refugee situation,KEN,Kenya,Africa,4.72,0,0.5,0,0,2.8,90.5,0,9.5,0,0,3,2.9,Jul,2020,0.5,100,Kenya,Lower middle income,Sub-Saharan Africa,53771300,2,TRUE,0.5,Displacement
KEN,KEN003,Drought in Kenya,Drought,Country,No,Individual,Drought,KEN,Kenya,Africa,42.76,6.02,2.74,0.36,0,4.2,82.4,11.6,5.3,0.7,0,3,3.6,Jan,2020,3.1,100,Kenya,Lower middle income,Sub-Saharan Africa,53771300,3,TRUE,3.1,Physical
KEN,KEN004,Floods in Kenya,Flood,Country,No,Individual,,KEN,Kenya,Africa,,,,,,,,,,,,,,Jan,2020,0,0,Kenya,Lower middle income,Sub-Saharan Africa,53771300,4,TRUE,0,Physical
KEN,KEN005,Flooding and Landslides in Kenya,Flood,Country,No,Individual,Flooding and Landslides,KEN,Kenya,Africa,42.28,0.12,0.12,0,0,1.8,99.5,0.3,0.3,0,0,1,1.4,Jun,2020,0.12,100.1,Kenya,Lower middle income,Sub-Saharan Africa,53771300,5,TRUE,0.12,Physical
LBN,LBN002,Syrian refugees in Lebanon,International displacement,Country,No,Individual,Syrian refugees,LBN,Lebanon,Middle east,4.55,0.55,0.79,0.19,0,3.3,74.9,9,13,3.2,0,3,3.2,Jan,2020,0.98,100.1,Lebanon,Upper middle income,Middle East & North Africa,6825442,1,TRUE,0.98,Displacement
LBN,LBN004,Socioeconomic crisis in Lebanon,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,LBN,Lebanon,Middle east,2.62,0.47,2.19,1.58,0,4.3,38.2,6.9,32,23,0,4,4.2,Sep,2020,3.77,100.1,Lebanon,Upper middle income,Middle East & North Africa,6825442,2,TRUE,3.77,Complex
LBN,LBN005,Explosion in Beirut,Industrial Accidents,Country,No,Individual,Beirut Explosion,LBN,Lebanon,Middle east,0,1.2,1,0,0,3.3,0,54.5,45.5,0,0,3,3.2,Aug,2020,1,100,Lebanon,Upper middle income,Middle East & North Africa,6825442,3,TRUE,1,Physical
LBY,LBY001,Complex crisis in Libya,Multiple crises country,Country,Yes,Aggregated,Complex crisis,LBY,Libya,Africa,5.43,0.54,0.25,0.63,0.19,3.4,77.2,7.6,3.6,8.9,2.6,4,3.7,Jan,2020,1.07,99.9,Libya,Upper middle income,Middle East & North Africa,6871287,1,FALSE,0.41,Complex
LBY,LBY002,Mixed migration flows in Libya,International displacement,Country,No,Individual,Mixed Migration,LBY,Libya,Africa,6.36,0,0.25,0.33,0.08,3,90.6,0,3.5,4.7,1.1,4,3.5,Jan,2020,0.66,99.9,Libya,Upper middle income,Middle East & North Africa,6871287,2,FALSE,0.66,Displacement
LSO,LSO002,Drought in Lesotho,Drought,Country,Yes,Individual,Drought,LSO,Lesotho,Africa,0.41,0.48,0.48,0.1,0,2.9,27.6,32.7,32.9,6.8,0,4,3.5,Oct,2020,0.58,100,Lesotho,Lower middle income,Sub-Saharan Africa,2142252,1,FALSE,0.58,Physical
MAR,MAR002,Mixed migration flows in Morocco,International displacement,Country,Yes,Individual,Mixed Migration,MAR,Morocco,Africa,,,,,,,,,,,,,,Jan,2020,0,0,Morocco,Lower middle income,Middle East & North Africa,36910558,1,TRUE,0,Displacement
MDG,MDG002,Drought in Madagascar,Drought,Country,Yes,Individual,Drought,MDG,Madagascar,Africa,1.48,1.35,0.69,0.04,0,3.1,41.7,37.9,19.4,1,0,3,3.1,Jan,2020,0.73,100,Madagascar,Low income,Sub-Saharan Africa,27691019,1,TRUE,0.73,Physical
MDG,MDG004,Floods in Madagascar,Flood,Country,No,Individual,Floods in Madagascar,MDG,Madagascar,Africa,4.23,0.12,0,0,0,0,97.3,2.7,0,0,0,1,0.5,Feb,2020,0,100,Madagascar,Low income,Sub-Saharan Africa,27691019,2,TRUE,0,Physical
MDG,MDG005,Complex Country Crisis in Madagascar,Complex crisis,Country,Yes,Individual,Complex Country Crisis in Madagascar,MDG,Madagascar,Africa,5.71,1.47,0.69,0.04,0,3.1,72.3,18.6,8.7,0.5,0,3,3.1,Feb,2020,0.73,100.1,Madagascar,Low income,Sub-Saharan Africa,27691019,3,TRUE,0.73,Complex
MEX,MEX001,Multiple crisis in Mexico,Multiple crises country,Country,Yes,Aggregated,Country Level,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2020,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,1,TRUE,0,Complex
MEX,MEX002,Criminal Violence in Mexico,Other type of violence,Country,No,Individual,Criminal Violence,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2020,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,2,TRUE,0,Conflict
MEX,MEX003,Mixed Migration in Mexico,International displacement,Country,No,Individual,Mixed Migration,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2020,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,3,TRUE,0,Displacement
MEX,MEX004,Hurricane Eta and Iota in Southern Mexico,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,MEX,Mexico,Americas,14.51,0.15,0.02,0,0,0.4,98.9,1,0.1,0,0,1,0.7,Dec,2020,0.02,100,Mexico,Upper middle income,Latin America & Caribbean,128932753,4,TRUE,0.02,Physical
MLI,MLI001,Complex crisis in Mali,Complex crisis,Country,Yes,Individual,Complex crisis,MLI,Mali,Africa,11.61,3.9,3.82,0.48,0,4.4,58.6,19.7,19.3,2.4,0,3,3.7,Jul,2020,4.3,100,Mali,Low income,Sub-Saharan Africa,20250834,1,FALSE,4.3,Complex
MMR,MMR001,Multiple crises in Myanmar,Multiple crises country,Country,Yes,Aggregated,Country level,MMR,Myanmar,Asia,5.27,4.15,0.37,0.61,0,3.3,50.7,39.9,3.5,5.9,0,4,3.7,Aug,2020,0.98,100,Myanmar,Lower middle income,East Asia & Pacific,54409794,1,TRUE,0.98,Complex
MMR,MMR002,Rakhine Conflict,Conflict,Country,No,Individual,Rakhine conflict,MMR,Myanmar,Asia,2.32,0.81,0.25,0.5,0,3.1,59.7,20.8,6.4,13,0,4,3.6,Mar,2020,0.75,99.9,Myanmar,Lower middle income,East Asia & Pacific,54409794,2,TRUE,0.75,Conflict
MMR,MMR003,Kachin and Shan Conflict,Conflict,Country,No,Individual,Kachin and Shan conflict,MMR,Myanmar,Asia,2.95,3.34,0.12,0.11,0,2.2,45.3,51.3,1.8,1.6,0,2,2.1,Aug,2020,0.23,100,Myanmar,Lower middle income,East Asia & Pacific,54409794,3,TRUE,0.23,Conflict
MOZ,MOZ001,Complex crisis in Mozambique,Complex crisis,Country,Yes,Individual,Complex crisis,MOZ,Mozambique,Africa,3.82,1.6,1.64,0.27,0,3.8,52.2,21.9,22.4,3.6,0,3,3.4,Jun,2020,1.91,100.1,Mozambique,Low income,Sub-Saharan Africa,31255435,1,TRUE,1.91,Complex
MOZ,MOZ004,Cabo Delgado Islamist Insurgency,Other type of violence,Country,No,Individual,Violent Insurgency in Cabo Delgado,MOZ,Mozambique,Africa,2.03,0,0.71,0,0,3.1,74.1,0,25.9,0,0,3,3.1,Oct,2020,0.71,100,Mozambique,Low income,Sub-Saharan Africa,31255435,2,TRUE,0.71,Conflict
MOZ,MOZ006,Food Security Crisis in Mozambique,Food Security,Country,No,Individual,Food Security Crisis,MOZ,Mozambique,Africa,1.69,1.6,1.42,0.27,0,3.7,5.9,5.5,4.9,0.9,0,3,3.4,Feb,2020,1.69,17.2,Mozambique,Low income,Sub-Saharan Africa,31255435,3,TRUE,1.69,Physical
MRT,MRT002,Refugees from Mali in Mauritania,International displacement,Country,No,Individual,Malian refugees,MRT,Mauritania,Africa,0.01,,0.06,,,1.3,16.4,,85.1,,,3,2.2,Jan,2020,0.06,101.5,Mauritania,Lower middle income,Sub-Saharan Africa,4649660,1,TRUE,0.06,Displacement
MRT,MRT003,Food Security in Mauritania,Drought,Country,Yes,Individual,Food security,MRT,Mauritania,Africa,2.76,0.8,0.61,0.07,0,3,66.7,19.3,14.7,1.6,0,3,3,Aug,2020,0.68,102.3,Mauritania,Lower middle income,Sub-Saharan Africa,4649660,2,TRUE,0.68,Physical
MWI,MWI002,Complex crisis in Malawi,Complex crisis,Country,Yes,Individual,Complex,MWI,Malawi,Africa,8.84,6.22,2.62,0,0,4,50,35.2,14.8,0,0,3,3.5,Oct,2020,2.62,100,Malawi,Low income,Sub-Saharan Africa,19129955,1,FALSE,2.62,Complex
NAM,NAM002,Food Security Crisis in Namibia,Food Security,Country,Yes,Individual,Food Security Crisis,NAM,Namibia,Africa,1.17,0.65,0.43,0.01,0,2.7,51.6,28.9,18.9,0.6,0,3,2.9,Oct,2020,0.44,100,Namibia,Upper middle income,Sub-Saharan Africa,2540916,1,FALSE,0.44,Physical
NER,NER001,Multiple crises in Niger,Multiple crises country,Country,Yes,Aggregated,Country level,NER,Niger,Africa,19.88,0,3.16,0.54,0,4.3,84.3,0,13.4,2.3,0,3,3.7,Oct,2020,3.7,100,Niger,Low income,Sub-Saharan Africa,24206636,1,FALSE,1.57,Complex
NER,NER002,Boko Haram in Niger,Conflict,Country,No,Individual,Boko Haram,NER,Niger,Africa,0,0.22,0.26,0.26,0,2.9,0,29.8,34.8,35.4,0,4,3.5,Feb,2020,0.52,100,Niger,Low income,Sub-Saharan Africa,24206636,2,FALSE,0.52,Conflict
NER,NER003,Mali/Burkina Faso conflict,Conflict,Country,No,Individual,Cross-border violence ,NER,Niger,Africa,6.84,0,0.77,0.2,0,3.3,87.6,0,9.8,2.6,0,3,3.2,Jul,2020,0.97,100,Niger,Low income,Sub-Saharan Africa,24206636,3,FALSE,0.97,Conflict
NER,NER004,Nigerian Refugees,International displacement,Country,No,Individual,Nigerian Refugees,NER,Niger,Africa,0.53,0,0.03,0.09,0,1.8,88.1,0,5,15.4,0,4,2.9,Jun,2020,0.12,108.5,Niger,Low income,Sub-Saharan Africa,24206636,4,FALSE,0.12,Displacement
NER,NER005,Floods in Niger,Flood,Country,No,Individual,Floods,NER,Niger,Africa,23.06,0,0.52,0,0,2.9,97.8,0,2.2,0,0,1,2,Oct,2020,0.52,100,Niger,Low income,Sub-Saharan Africa,24206636,5,FALSE,0.52,Physical
NGA,NGA001,Complex crisis in Nigeria,Complex crisis,Country,Yes,Individual,Complex crisis,NGA,Nigeria,Africa,157.93,20.27,4.23,5.16,0,5,84.1,10.8,2.3,2.7,0,3,4,Jan,2020,9.39,99.9,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,1,FALSE,1.52,Complex
NGA,NGA003,Middle belt conflict,Conflict,Country,No,Individual,Middle Belt,NGA,Nigeria,Africa,14.7,0,0.4,0,0,2.7,97.4,0,2.6,0,0,1,1.9,Nov,2020,0.4,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,2,FALSE,0.4,Conflict
NGA,NGA004,Boko Haram crisis in Nigeria,Conflict,Country,No,Individual,Boko Haram ,NGA,Nigeria,Africa,0,5.94,1.91,5.16,0,4.7,0,45.7,14.7,39.7,0,4,4.4,Jan,2020,7.07,100.1,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,3,FALSE,7.07,Conflict
NGA,NGA007,Northwest Banditry,Other type of violence,Country,No,Individual,Northwest Banditry,NGA,Nigeria,Africa,30.06,0,0.34,0,0,2.6,98.9,0,1.1,0,0,1,1.8,May,2020,0.34,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,4,FALSE,0.34,Conflict
NGA,NGA008,Cameroonian Refugees in Nigeria,International displacement,Country,No,Individual,Cameroonian Refugees,NGA,Nigeria,Africa,17.6,0,0.06,0,0,1.2,99.7,0,0.3,0,0,1,1.1,Mar,2020,0.06,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,5,FALSE,0.06,Displacement
NIC,NIC001,Socioeconomic crisis in Nicaragua,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,NIC,Nicaragua,Americas,,,,0,0,,,,,0,0,,,Jan,2020,0,0,Nicaragua,Lower middle income,Latin America & Caribbean,6624554,1,TRUE,0,Complex
NIC,NIC002,Hurricane Eta and Iota in Nicaragua,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,NIC,Nicaragua,Americas,2.13,0.46,0.07,0,0,1.4,80.1,17.2,2.7,0,0,2,1.7,Dec,2020,0.07,100,Nicaragua,Lower middle income,Latin America & Caribbean,6624554,2,TRUE,0.07,Physical
PAK,PAK001,Complex crisis in Pakistan,Complex crisis,Country,Yes,Individual,Complex crisis,PAK,Pakistan,Asia,159.5,47.06,2.02,1.02,0,4.1,76.1,22.5,1,0.5,0,2,3.1,Jan,2020,3.04,100.1,Pakistan,Lower middle income,South Asia,220892331,1,FALSE,3.04,Complex
PAK,PAK004,Kashmir conflict in Pakistan,Conflict,Country,No,Individual,Kashmir conflict,PAK,Pakistan,Asia,,,,,,,,,,,,,,Jan,2020,0,0,Pakistan,Lower middle income,South Asia,220892331,2,FALSE,0,Conflict
PER,PER002,Venezuela displacement in Peru,International displacement,Country,Yes,Individual,Venezuelan refugees,PER,Peru,Americas,15.44,0,0.89,0,0,3.2,94.6,0,5.4,0,0,3,3.1,Feb,2020,0.89,100,Peru,Upper middle income,Latin America & Caribbean,32971846,1,FALSE,0.89,Displacement
PHL,PHL001,Multiple crises in the Philippines,Multiple crises country,Country,Yes,Aggregated,Country level,PHL,Philippines,Asia,65.33,2.31,4.1,0,0,4.4,91,3.2,5.7,0,0,3,3.7,Feb,2020,4.1,99.9,Philippines,Lower middle income,East Asia & Pacific,109581085,1,FALSE,2.19,Complex
PHL,PHL003,Mindanao conflict,Conflict,Country,No,Individual,Mindanao Conflict,PHL,Philippines,Asia,23.79,0,0.35,0,0,2.6,98.6,0,1.4,0,0,1,1.8,Feb,2020,0.35,100,Philippines,Lower middle income,East Asia & Pacific,109581085,2,FALSE,0.35,Conflict
PHL,PHL004,Mindanao Earthquake,Earthquake,Country,No,Individual,Mindanao Earthquake,PHL,Philippines,Asia,9.86,0,0.28,0,0,2.4,97.3,0,2.7,0,0,1,1.7,Jun,2020,0.28,100,Philippines,Lower middle income,East Asia & Pacific,109581085,3,FALSE,0.28,Physical
