Respondent_ID,Region,Programme,Division,District,Upazila/pouroshova,Union/ward,Area,ward,Age,Age (Decile),Sex,Occupation,Q11,Q12_current_income,Q13_prev_month_income,Q14_current_month_expen,Q15_prev_expense,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q18_Boolean,Q20_Boolean,Q21_Boolean,Q22_boolean,Q24_boolean,Q27_boolean,Q29_boolean,Q30,Q31,Q32,Q31_5s,Q32_10s,Q33,Q34,Q35,Q36,Q30_food,Q30_cash,Q30_commodities_at_fair_price,Q30_Medical_treatment,Q30_Misconception
1105,Satkhira,MF-BDU,Khulna,Satkhira,Satkhira Powrosava,5 No Word,Urban,NA,37,30,Men,transport worker,lost job/no work,0,20000,10000,12000,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,treatment is costly,completely agree,Yes,10,Yes,1,1,1,1,1,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",2,10,0,10,উ.  পেশা পরিবর্তন,No,,,1,1,0,0,0
1106,Manikgonj,MF-BDU,Dhaka,Manikgonj,Manikgonj Pourosova,Ward No-2,Urban,NA,30,30,Men,Day laborer (non-agri),lost job/no work,0,13000,4000,10000,4,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,treatment available only in Dhaka,somewhat agree,Yes,10,Yes,1,1,0,0,1,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",4,15,0,10,ঋ. পরিকল্পনা নাই,No,,,1,1,0,0,0
1107,Jhenaidha,MF-BDU,Khulna,Jhenaidah,Jhenaidah ,Porahati,Rural,NA,30,30,Men,transport worker,have job but no pay/salary,10000,30000,15000,20000,8,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,15,Yes,1,1,1,1,1,1,1,ই.  নগদ অর্থ সাহায্য,30,20,30,20,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
1108,Satkhira,MF-BDU,Khulna,Satkhira,Satkhira Pourosova,6 No.Word,Urban,NA,34,30,Men,transport worker,lost job/no work,0,10000,8000,10000,5,1,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,treatment is costly,completely agree,Yes,7,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,3,7,0,0,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1109,Satkhira,MF-BDU,Khulna,Satkhira,Shyamnagar,Atulia,Rural,NA,20,20,Men,factory worker,lost job/no work,0,9000,6000,8000,4,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,Local govt hospital,Yes,treatment is costly,completely agree,Yes,10,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,0,10,0,10,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1110,Chandpur-2,MF-BDU,Chattogram,Chandpur,Hajigonj,Dadosh Union ,Rural,NA,35,30,Men,factory worker,lost job/no work,0,12000,7000,12000,5,0,Yes,TV,Yes,Do know,Do not know,dont know,No,home quarantine,somewhat agree,Yes,5,No,1,1,1,0,0,1,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",5,15,5,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,1,0
1111,,UDP,Barishal,Barishal,BARISAL SADAR (KOTWALI),,Urban,Ward No:10,46,40,Men,Day laborer (non-agri),lost job/no work,0,10000,4000,8000,7,0,Yes,TV,Yes,Do know,Do know,stay home,No,inevitable death,completely agree,হ্যাঁ,7,No,1,1,1,1,0,0,0,"খাদ্য সাহায্য, নগদ অর্থ সাহায্য",4,30,0,30,পরিকল্পনা নাই,Yes,food,বাড়ীতে পৌঁছে দেয়া হয়,1,1,0,0,0
1112,Pabna-2,MF-BDU,Rajshahi,Pabna,Santhia,Gourigram,Urban,NA,35,30,Men,Day laborer (non-agri),lost job/no work,0,14000,7000,10000,5,0,Yes,TV,No,Do not know,Do not know,Local govt hospital,No,home quarantine,dont know,Yes,20,Yes,1,0,0,0,0,1,1,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,5,15,5,10,ঋ. পরিকল্পনা নাই,No,,,0,0,1,0,0
1113,,UDP,Dhaka,Faridpur,FARIDPUR,0,Urban,Ward No:9,47,40,Men,small business/convenience shop,continuing previous work,2700,5000,4000,3000,5,0,Yes,NGO,Yes,Do know,Do know,Local govt hospital,No,home quarantine,completely agree,হ্যাঁ,30,Yes,1,1,1,1,0,0,1,নগদ অর্থ সাহায্য,2,30,0,30,পরিকল্পনা নাই,No,,পাই নাই,0,1,0,0,0
1114,Madaripur-2,MF-BDU,Dhaka,Madaripur,Shibchar,Char Manaier,Rural,NA,32,30,Men,Hotel/restaurant worker,lost job/no work,0,15000,10000,15000,6,0,Yes,TV,Yes,Do not know,Do know,Local govt hospital,Yes,no treatment available,completely agree,No,,No,1,1,0,1,1,0,0,অ. খাদ্য সাহায্য,10,15,10,10,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1115,Chattogram-3,MF-BDU,Chattogram,Chattogram,Satkania ,Rasulabad ,Rural,NA,49,40,Men,transport worker,lost job/no work,0,30000,15000,25000,6,1,Yes,social networking sites (Facebook),Yes,Do know,Do not know,Local govt hospital,No,no treatment available,completely agree,Yes,10,Yes,1,1,1,0,0,1,1,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,15,20,15,20,ঋ. পরিকল্পনা নাই,No,,,0,0,0,1,0
1116,Pabna-2,MF-BDU,Rajshahi,Pabna,Santhia,9 No Woard,Urban,NA,35,30,Men,Day laborer (non-agri),lost job/no work,0,13000,8000,10000,5,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,home quarantine,completely agree,Yes,16,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,3,20,0,20,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1117,Pirojpur,MF-BDU,Barishal,Pirojpur,Nazirpur,Nazirpur,Rural,NA,48,40,Men,small business/convenience shop,lost job/no work,0,20000,8000,14000,8,0,Yes,TV,Yes,Do know,Do not know,dont know,No,no treatment available,completely agree,Yes,25,Yes,1,1,1,0,0,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",0,30,0,30,ঈ. ঋণ গ্রহন,No,,,1,1,0,0,0
1118,Chuadanga,MF-BDU,Khulna,Chuadanga,Damurhuda,Damurhuda,Rural,NA,22,20,Men,factory worker,lost job/no work,0,19000,9000,11000,4,2,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,treatment available only in Dhaka,somewhat agree,Yes,10,No,1,1,1,1,1,1,0,অ. খাদ্য সাহায্য,15,10,15,10,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1119,Madaripur-1,MF-BDU,Dhaka,Gopalgonj,Kotalipara,Sadolapur,Rural,NA,50,50,Men,rickshawpuller,lost job/no work,0,15000,7000,8000,4,0,Yes,TV,Yes,Do know,Do not know,Will consult pharmacist/doctor,No,home quarantine,completely agree,No,,Yes,1,1,1,0,0,0,1,অ. খাদ্য সাহায্য,5,8,5,0,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,0
1120,Chattogram-1,MF-BDU,Chattogram,Chattogram,Fatikchari,Sannasirhat,Rural,NA,29,20,Men,Hotel/restaurant worker,lost job/no work,5000,12000,7000,8000,4,0,Yes,TV,Yes,Do know,Do not know,dont know,No,treatment is costly,dont know,Yes,30,No,1,1,1,0,0,1,0,অ. খাদ্য সাহায্য,7,30,5,30,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1121,Bhola,MF-BDU,Barishal,Bhola,Bhola Sadar,South Digoldi,Rural,NA,39,30,Men,Day laborer (non-agri),lost job/no work,0,20000,15000,20000,5,1,Yes,TV,No,Do not know,Do not know,dont know,No,lockdown whole area/village,somewhat agree,Yes,7,Yes,1,0,0,0,0,1,1,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,7,15,5,10,ঋ. পরিকল্পনা নাই,No,,,0,0,1,0,0
1122,,PSU,Barishal,Barishal,BARISAL SADAR (KOTWALI),Kashipur,Urban,Ward No:2,30,30,Men,CNG/auto driver,lost job/no work,5000,15000,8000,12000,5,1,Yes,Miking,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,হ্যাঁ,30,Yes,1,1,1,1,1,0,1,খাদ্য সাহায্য,0,30,0,30,সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1123,,UDP,Barishal,Barishal,BARISAL SADAR (KOTWALI),,Urban,Ward No:10,30,30,Men,Hotel/restaurant worker,have job but no pay/salary,0,15000,6000,12000,3,0,Yes,TV,Yes,Do know,Do not know,stay home,No,home quarantine,dont know,না,,No,1,1,1,0,0,0,0,নগদ অর্থ সাহায্য,5,30,5,30,পরিকল্পনা নাই,Yes,food,বাড়ীতে পৌঁছে দেয়া হয়,0,1,0,0,0
1124,,PSU,Chattogram,Chandpur,CHANDPUR SADAR,Tarpurchandi,Urban,Ward No:13,57,50,Men,rickshawpuller,continuing previous work,6000,9000,8000,8000,4,0,Yes,Leaflet distribution,No,Do not know,Do know,Local govt hospital,Yes,treatment available only in Dhaka,somewhat agree,না,,Yes,1,0,0,1,1,0,1,নগদ অর্থ সাহায্য,0,4,0,0,পরিকল্পনা নাই,No,,,0,1,0,0,0
1125,Sirajganj-1,MF-BDU,Rajshahi,Sirajgonj,Kazipur,6 no kazipur,Rural,NA,30,30,Men,factory worker,lost job/no work,0,15000,7000,10000,4,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,No,no treatment available,do not fully agree,Yes,10,No,1,1,0,0,0,1,0,অ. খাদ্য সাহায্য,15,10,15,10,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1126,Chuadanga,MF-BDU,Khulna,Chuadanga,Damurhuda,Damurhuda,Rural,NA,38,30,Men,rickshawpuller,lost job/no work,0,15000,8000,6000,5,1,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,treatment is costly,totally wrong decision,No,,No,1,1,1,1,1,0,0,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",7,30,5,30,"ঈ. ঋণ গ্রহন, ঊ. সরকারি বা দাতাদের সাহায্য",No,,,1,1,0,0,0
1127,Pabna-2,MF-BDU,Rajshahi,Pabna,Santha,Ataikula,Rural,NA,32,30,Men,rickshawpuller,lost job/no work,7000,14000,9000,11000,6,2,Yes,TV,Yes,Do know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,Yes,13,Yes,1,1,1,0,1,1,1,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,7,15,5,10,ই.  সম্পদ বিক্রী,No,,,0,0,0,1,0
1128,Pabna-3,MF-BDU,Rajshahi,Pabna,Atghoria,Chadva,Rural,NA,35,30,Men,rickshawpuller,lost job/no work,0,11000,10000,10000,6,0,Yes,Miking,Yes,Do know,Do know,Local govt hospital,Yes,treatment available only in Dhaka,completely agree,Yes,7,Yes,1,1,1,1,1,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",4,15,0,10,ঋ. পরিকল্পনা নাই,No,,,1,1,0,0,0
1129,Pabna-1,MF-BDU,Rajshahi,Pabna,Ishwardi,Muladuli,Rural,NA,31,30,Men,others,lost job/no work,3000,10000,10000,12000,8,2,Yes,TV,Yes,Do not know,Do know,Corona helpline,No,home quarantine,completely agree,Yes,90,No,1,1,0,1,0,1,0,অ. খাদ্য সাহায্য,2,90,0,90,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1130,Madaripur-2,MF-BDU,Dhaka,Madaripur,Shibchar,Bondor Khola,Rural,NA,46,40,Men,rickshawpuller,lost job/no work,0,15000,10000,14000,6,0,Yes,TV,Yes,Do know,Do know,stay home,No,no treatment available,completely agree,Yes,7,No,1,1,1,1,0,1,0,অ. খাদ্য সাহায্য,10,15,10,10,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1131,Madaripur-2,MF-BDU,Dhaka,Madaripur,Shibchar,Bondor Khola,Rural,NA,46,40,Men,rickshawpuller,lost job/no work,0,15000,14000,14000,6,0,Yes,TV,Yes,Do not know,Do know,Local govt hospital,Yes,no treatment available,completely agree,Yes,7,No,1,1,0,1,1,1,0,অ. খাদ্য সাহায্য,10,15,10,10,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1132,Naogaon-1,MF-BDU,Rajshahi,Naogaon,Naogaon Sadar,"Hat naogaon, ",Urban,NA,49,40,Men,rickshawpuller,lost job/no work,0,16000,6000,10000,4,0,Yes,Mobile SMS/voice message,Yes,Do know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,Yes,5,Yes,1,1,1,0,1,1,1,অ. খাদ্য সাহায্য,0,10,0,10,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1133,Sherpur,MF-BDU,Mymensingh,Sherpur,Sherpur Sadar,Pakuria,Rural,NA,45,40,Men,Day laborer (non-agri),lost job/no work,0,18000,10000,15000,6,0,Yes,Miking,Yes,Do not know,Do not know,Local govt hospital,No,treatment available only in Dhaka,somewhat agree,Yes,20,No,1,1,0,0,0,1,0,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",3,30,0,30,"ঈ. ঋণ গ্রহন, উ.  পেশা পরিবর্তন",No,,,1,1,0,1,0
1134,Tangail-2,MF-BDU,Dhaka,Tangail,Tangail Sadar  ,Ward-5,Urban,NA,45,40,Men,rickshawpuller,lost job/no work,0,12000,7000,9000,6,1,Yes,TV,Yes,Do know,Do know,city hospital,Yes,govt detains infected person,completely agree,Yes,20,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,2,20,0,20,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,0
1135,Pabna-1,MF-BDU,Rajshahi,Pabna,Pabna Sadar,Maligachha,Rural,NA,27,20,Men,factory worker,lost job/no work,0,14000,10000,14000,4,1,Yes,TV,Yes,Do know,Do not know,dont know,No,no treatment available,do not fully agree,Yes,70,No,1,1,1,0,0,1,0,অ. খাদ্য সাহায্য,1,70,0,70,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1136,Chandpur-2,MF-BDU,Chattogram,Chandpur,Chandpur sadar ,"Ashikati,  Raldia.",Rural,NA,57,50,Men,Day laborer (non-agri),lost job/no work,0,15000,10000,14000,4,0,Yes,TV,Yes,Do know,Do know,Corona helpline,No,home quarantine,completely agree,,5,No,1,1,1,1,0,0,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা, ঊ.  মানুষের মধ্যে ভয় দুর করা",5,20,5,20,ঋ. পরিকল্পনা নাই,No,,,1,0,0,1,0
1137,Pabna-1,MF-BDU,Rajshahi,Pabna,Pabna Sadar ,Maligachha,Rural,NA,36,30,Men,Private service holder,paid leave from job,27000,27000,25000,25000,5,0,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,No,no treatment available,completely agree,Yes,15,No,1,1,1,1,0,1,0,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,8,30,5,30,উ.  পেশা পরিবর্তন,No,,,0,0,0,1,0
1138,Pabna-1,MF-BDU,Rajshahi,Pabna,Pabna Sadar ,Maligachha,Rural,NA,36,30,Men,Private service holder,paid leave from job,27000,27000,25000,25000,5,0,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,No,no treatment available,completely agree,Yes,15,No,1,1,1,1,0,1,0,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,8,30,5,30,উ.  পেশা পরিবর্তন,No,,,0,0,0,1,0
1139,Chattogram-1,MF-BDU,Chattogram,Chattogram,Fatikchari,Kanchannagar,Rural,NA,39,30,Men,small business/convenience shop,lost job/no work,3000,6000,6000,6000,6,0,Yes,TV,Yes,Do know,Do not know,Local govt hospital,Yes,treatment available only in Dhaka,dont know,No,,No,1,1,1,0,1,0,0,অ. খাদ্য সাহায্য,3,7,0,0,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1140,Chattogram-3,MF-BDU,Chattogram,Chattogram,Anowara ,Hazigao ,Rural,NA,28,20,Men,Hotel/restaurant worker,lost job/no work,0,30000,8000,30000,5,0,Yes,TV,Yes,Do not know,Do not know,dont know,Yes,no treatment available,completely agree,Yes,10,Yes,1,1,0,0,1,1,1,ই.  নগদ অর্থ সাহায্য,5,10,5,10,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
1141,Chandpur-1,MF-BDU,Chattogram,Chandpur,Matlab Uttar,Baganbari,Rural,NA,26,20,Men,Hotel/restaurant worker,lost job/no work,0,43000,20000,25000,6,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,No,home quarantine,completely agree,Yes,10,Yes,1,1,1,1,0,1,1,ই.  নগদ অর্থ সাহায্য,5,45,5,40,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
1142,Chattogram-1,MF-BDU,Chattogram,Chattogram,Rangunia,Shilok,Rural,NA,34,30,Men,Private service holder,work from home,15000,15000,10000,10000,5,0,Yes,Friends,Yes,Do know,Do know,Corona helpline,Yes,treatment is costly,dont know,No,,No,1,1,1,1,1,0,0,অ. খাদ্য সাহায্য,7,15,5,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1143,Chandpur-1,MF-BDU,Chattogram,Chandpur,Matlab uttar ,Nandolalpur,Rural,NA,40,40,Men,factory worker,lost job/no work,0,12000,7000,10000,5,1,Yes,TV,Yes,Do know,Do not know,Local govt hospital,Yes,no treatment available,completely agree,Yes,7,Yes,1,1,1,0,1,1,1,ই.  নগদ অর্থ সাহায্য,20,30,20,30,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
1144,Madaripur-2,MF-BDU,Dhaka,Madaripur,Shibchar,Sonnasirchar,Rural,NA,45,40,Men,Day laborer (non-agri),lost job/no work,0,16000,16000,16000,8,1,Yes,Miking,Yes,Do not know,Do not know,stay home,No,no treatment available,dont know,No,,No,1,1,0,0,0,0,0,ই.  নগদ অর্থ সাহায্য,7,15,5,10,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,0,1,0,0,0
1145,Chandpur-1,MF-BDU,Chattogram,Chandpur,Chandpur Sadar,Modha Torpurchondi,Urban,NA,35,30,Men,CNG/auto driver,lost job/no work,0,15000,12000,13500,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,No,no treatment available,somewhat agree,No,,No,1,1,1,1,0,0,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",10,20,10,20,ঋ. পরিকল্পনা নাই,No,,,1,0,0,1,0
1146,Bhairab,MF-BDU,Dhaka,Kishoreganj ,Bhairab,Shibpur (Kandipara),Rural,NA,26,20,Men,factory worker,lost job/no work,0,15000,8000,12000,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,govt detains infected person,completely agree,Yes,30,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,7,30,5,30,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1147,Chuadanga,MF-BDU,Khulna,Chuadanga,Damurhuda,Damurhuda,Rural,NA,26,20,Men,factory worker,lost job/no work,0,12000,8000,10000,3,0,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,treatment available only in Dhaka,do not fully agree,Yes,7,No,1,1,1,1,1,1,0,অ. খাদ্য সাহায্য,10,7,10,0,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,0
1148,Madaripur-2,MF-BDU,Dhaka,Madaripur,Shibchar,Char Manaier,Rural,NA,32,30,Men,transport worker,lost job/no work,0,25000,15000,20000,4,0,Yes,TV,Yes,Do know,Do know,Corona helpline,No,no treatment available,completely agree,Yes,15,No,1,1,1,1,0,1,0,অ. খাদ্য সাহায্য,20,30,20,30,অ. সঞ্চয় থেকে উত্তোলন,No,,,1,0,0,0,0
1149,Pabna-2,MF-BDU,Rajshahi,Pabna,Santhia,9 NO Woard,Urban,NA,25,20,Men,Day laborer (non-agri),lost job/no work,0,13000,6000,9000,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,home quarantine,completely agree,Yes,15,Yes,1,1,1,1,1,1,1,ই.  নগদ অর্থ সাহায্য,7,22,5,20,উ.  পেশা পরিবর্তন,No,,,0,1,0,0,0
1150,Chandpur-1,MF-BDU,Chattogram,Chandpur,Chandpur Sadar,Modha Torpurchandi,Urban,NA,26,20,Men,Hotel/restaurant worker,lost job/no work,0,14000,9000,9000,4,0,Yes,TV,No,Do know,Do know,Local govt hospital,No,home quarantine,dont know,No,,Yes,1,0,1,1,0,0,1,"অ. খাদ্য সাহায্য, ঊ.  মানুষের মধ্যে ভয় দুর করা",7,10,5,10,উ.  পেশা পরিবর্তন,No,,,1,0,0,0,1
1151,Chuadanga,MF-BDU,Khulna,Chuadanga,Damurhuda,Damurhuda,Rural,NA,32,30,Men,Private service holder,have job but no pay/salary,0,12000,8000,10000,5,1,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,treatment available only in Dhaka,do not fully agree,Yes,6,No,1,1,1,1,1,1,0,ই.  নগদ অর্থ সাহায্য,15,6,15,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,0,1,0,0,0
1152,Cumilla-3,MF-BDU,Chattogram,Cumilla,Burichang,Mainamoti,Rural,NA,46,40,Men,Day laborer (non-agri),lost job/no work,0,8000,8000,8000,7,1,Yes,TV,No,Do know,Do not know,dont know,No,no treatment available,completely agree,Yes,7,Yes,1,0,1,0,0,1,1,"ই.  নগদ অর্থ সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",15,15,15,10,ঋ. পরিকল্পনা নাই,No,,,0,1,0,1,0
1153,Chuadanga,MF-BDU,Khulna,Chuadanga,Damurhuda,Damurhuda,Rural,NA,24,20,Men,factory worker,lost job/no work,0,14000,7000,10000,5,0,Yes,Miking,Yes,Do know,Do not know,Local govt hospital,Yes,treatment available only in Dhaka,somewhat agree,Yes,7,No,1,1,1,0,1,1,0,অ. খাদ্য সাহায্য,15,7,15,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1154,,UDP,Rajshahi,Rajshahi,MATIHAR,,Urban,Ward No:29,36,30,Men,Day laborer (agri),lost job/no work,5000,7000,3000,6000,4,0,Yes,NGO,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,হ্যাঁ,10,Yes,1,1,1,1,1,0,1,কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,0,15,0,10,সরকারি বা দাতাদের সাহায্য,Yes,food,বাড়ীতে পৌঁছে দেয়া হয়,0,0,1,0,0
1155,Sylhet-1,MF-BDU,Sylhet,Sylhet,Lakhai,Muriok,Rural,NA,42,40,Men,small business/convenience shop,lost job/no work,0,25000,20000,25000,8,0,Yes,Friends,Yes,Do know,Do know,Corona helpline,No,no treatment available,completely agree,Yes,7,No,1,1,1,1,0,1,0,অ. খাদ্য সাহায্য,5,15,5,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
1156,Naogaon-1,MF-BDU,Rajshahi,Naogaon,Naogaon Sadar,Khagra durgapur,Urban,NA,45,40,Men,factory worker,lost job/no work,0,20000,6000,15000,7,1,Yes,TV,No,Do not know,Do know,Local govt hospital,No,no treatment available,completely agree,Yes,10,Yes,1,0,0,1,0,1,1,"অ. খাদ্য সাহায্য, ঊ.  মানুষের মধ্যে ভয় দুর করা",7,0,5,0,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,1
1157,Chattogram-3,MF-BDU,Chattogram,Chattogram,Satkania ,Khagoria ,Rural,NA,35,30,Men,Private service holder,lost job/no work,0,13000,5000,12000,5,0,Yes,TV,Yes,Do know,Do know,Corona helpline,No,home quarantine,completely agree,Yes,10,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,3,30,0,30,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
1158,Satkhira,MF-BDU,Khulna,Satkhira,Satkhira Sadar,Labsha,Rural,NA,26,20,Men,Hotel/restaurant worker,lost job/no work,0,8000,7000,7000,3,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,home quarantine,completely agree,Yes,30,Yes,1,1,1,1,1,1,1,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",0,30,0,30,উ.  পেশা পরিবর্তন,No,,,1,0,0,1,0
1159,,PSU,Dhaka,Gazipur,GAZIPUR SADAR,Bashon,Urban,NA,36,30,Men,small business/convenience shop,shop/market business closed,7000,20000,5000,10000,3,0,Yes,TV,Yes,Do not know,Do not know,Corona helpline,No,treatment available only in Dhaka,completely agree,হ্যাঁ,12,Yes,1,1,0,0,0,0,1,খাদ্য সাহায্য,7,30,5,30,পেশা পরিবর্তন,No,,,1,0,0,0,0
1160,Khulna-1,MF-BDU,Khulna,Khulna,Khulna ,1,Urban,NA,25,20,Men,Private service holder,have job but no pay/salary,0,22000,20000,20000,3,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,10,No,1,1,1,1,1,1,0,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,30,15,30,10,ঋ. পরিকল্পনা নাই,No,,,0,0,1,0,0
1161,,UDP,Barishal,Barishal,BARISAL SADAR (KOTWALI),,Urban,Ward No:5,32,30,Men,Private service holder,have job but no pay/salary,7000,20000,14000,15000,4,1,Yes,social networking sites (Facebook),Yes,Do not know,Do not know,Corona helpline,Yes,home quarantine,completely agree,হ্যাঁ,7,No,1,1,0,0,1,0,0,কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,10,14,10,10,সরকারি বা দাতাদের সাহায্য,No,,পাই নাই,0,0,1,0,0
1162,Chattogram-1,MF-BDU,Chattogram,Chattogram,Fatikchari,Suabil,Rural,NA,31,30,Men,transport worker,continuing previous work,5000,20000,15000,15000,2,0,Yes,social networking sites (Facebook),Yes,Do know,Do know,Will consult pharmacist/doctor,Yes,no treatment available,somewhat agree,No,,No,1,1,1,1,1,0,0,ই.  নগদ অর্থ সাহায্য,15,7,15,0,অ. সঞ্চয় থেকে উত্তোলন,No,,,0,1,0,0,0
1163,Rangpur-1,MF-BDU,Rangpur,Rangpur,Rangpur City Corporation,12,Urban,NA,38,30,Men,Day laborer (non-agri),lost job/no work,0,15000,7000,7000,4,0,Yes,TV,Yes,Do know,Do not know,Local govt hospital,No,treatment available only in Dhaka,completely agree,Yes,10,Yes,1,1,1,0,0,1,1,"অ. খাদ্য সাহায্য, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",30,15,30,10,উ.  পেশা পরিবর্তন,No,,,1,0,1,0,0
1164,,UDP,Khulna,Satkhira,SATKHIRA SADAR,,Urban,Ward No:6,32,30,Men,small business/convenience shop,lost job/no work,1100,12000,4500,7000,4,1,Yes,Miking,Yes,Do not know,Do not know,Local govt hospital,No,inevitable death,completely agree,হ্যাঁ,20,Yes,1,1,0,0,0,0,1,"খাদ্য সাহায্য, নগদ অর্থ সাহায্য, পর্যাপ্ত চিকিৎসা ব্যবস্থা, কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",0,20,0,20,ঋণ গ্রহন,No,,,1,1,0,1,0
